company_name,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year, net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date ,target_classification_long,reason_for_extension_or_removal,Country,Country Code,Sector,CA100 Company?,Large/Medium Classification,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures
Ford Motor Company,Northern America,Automobiles and Components,Targets set,1.5C/Well-below 2C,2035,,,,Commitment removed,,Ford Motor Company commits to reduce absolute scope 1 and scope 2 GHG emissions 76% by 2035 from a 2017 base year. Ford Motor Company also commits to reduce scope 3 use of sold products GHG emissions 50% per vehicle kilometer by 2035 from a 2019 base year. Auto manufacturers have two near-term target temperature alignments for 1) scope 1 and 2 emissions and 2) scope 3 category 11 emissions from use of sold products.,BA1.5 member,9/24/20 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The targets covering greenhouse gas emissions from scope 3 category 11 emissions from use of sold products are consistent with reductions required to keep warming to Well-below 2°C,Expired commitment,,,,,,2021-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Wall Motor Company,Asia,,,,,,,,,,,,,,,China,CHN,Autos,No,large,2024-03-19 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Wall Motor Company,Asia,,,,,,,,,,,,,,,China,CHN,Autos,No,large,2023-04-17 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeport-McMoRan,Northern America,"Mining - Iron, Aluminum, Other Metals",Commitment removed,,,,,,,,,,,,Expired commitment,,,,,,2022-04-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeport-McMoRan,Northern America,,,,,,,,,,,,,,,United States of America,USA,Diversified Mining,No,medium,2024-04-30 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeport-McMoRan,Northern America,,,,,,,,,,,,,,,United States of America,USA,Diversified Mining,No,medium,2023-03-31 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Mills,Northern America,Food and Beverage Processing,Targets set,1.5C,2030,Targets set,1.5C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: General Mills Inc. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: General Mills commits to reduce absolute scope 1, 2, and scope 3 GHG emissions from purchased goods and services, fuel and energy-related activities, upstream transportation and distribution, waste generated in operations, business travel, and end of life treatement of sold products 30% by FY2030 from a FY2020 base year.* Within that target, General Mills commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. Long-Term Targets: General Mills commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2020 base year.* General Mills also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel and energy-related activities, upstream transportation and distribution, waste generated in operations, business travel, downstream transportation and distribution and end of life treatement of sold products 90% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",BA1.5 member,9/1/20 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Food Producers,No,large,2024-03-05 00:00:00,4.0,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Motors,Northern America,Automobiles and Components,Targets set,1.5C/Well-below 2C,2035,,,,Commitment removed,,General Motors commits to reduce absolute scope 1 and 2 GHG emissions 72% by 2035 from a 2018 base year*. General Motors Company commits to reduce scope 3 GHG emissions from use of sold products of light duty vehicles 51% per vehicle kilometer by 2035 from a 2018 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks. Auto manufacturers have two near-term target temperature alignments for 1) scope 1 and 2 emissions and 2) scope 3 category 11 emissions from use of sold products.,BA1.5 member,12/1/20 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The targets covering greenhouse gas emissions from scope 3 category 11 emissions from use of sold products are consistent with reductions required to keep warming to Well-below 2°C,Expired commitment,,,,,,2021-05-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Motors,Northern America,,,,,,,,,,,,,,,United States of America,USA,Autos,Yes,large,2024-04-05 00:00:00,4.0,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Motors,Northern America,,,,,,,,,,,,,,,United States of America,USA,Autos,Yes,large,2023-05-05 00:00:00,5.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilead Sciences,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2030,,,,,,Gilead Sciences commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Gilead Sciences also commits to reduce absolute scope 3 GHG emissions 15% over the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2021-05-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilead Sciences,Northern America,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,2024-01-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodyear Tire & Rubber,Northern America,Tires,Targets set,1.5C,2030,Targets set,1.5C,2050,Targets set,2050,"Overall Net-Zero Target
The Goodyear Tire & Rubber Company commits to reach net-zero greenhouse gas
emissions across the value chain by 2050 from a 2019 base year.
Near-Term Targets
The Goodyear Tire & Rubber Company commits to reduce absolute scope 1 and 2 GHG
emissions 46.2% by 2030 from a 2019 base year.
The Goodyear Tire & Rubber Company also commits to reduce absolute scope 3 GHG
emissions from purchased goods and services, fuel and energy-related activities, and
upstream transportation 28% within the same timeframe.
Long-Term Targets
The Goodyear Tire & Rubber Company commits to reduce absolute scope 1 and 2 GHG
emissions 90% by 2050 from a 2019 base year.
The Goodyear Tire & Rubber Company also commits to reduce absolute scope 3 GHG
emissions from purchased goods and services, fuel and energy-related activities, and
upstream transportation 90% within the same timeframe.",BA1.5 member,4/21/22 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-10-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodyear Tire & Rubber,Northern America,,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,No,small,2024-04-30 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.B. Fuller,Northern America,Chemicals,Committed,,,,,,,,,,,,,United States of America,USA,Chemicals,No,small,2024-02-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Electric,Northern America,"Electric Utilities and Independent Power Producers and Energy Traders (including Fossil, Alternative and Nuclear Energy)",Commitment removed,,,,,,Commitment removed,,,BA1.5 member,11/1/21 1:00,,Expired commitment,,,,,,2021-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Electric,Northern America,,,,,,,,,,,,,,,United States of America,USA,Electricity Utilities,No,small,2024-05-04 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Electric,Northern America,,,,,,,,,,,,,,,United States of America,USA,Electricity Utilities,No,small,2023-04-17 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthpeak Properties,Northern America,Real Estate,Targets set,Well-below 2C,2033,,,,,,"Real estate investment trust Healthpeak Properties, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2033 from a 2018 base year. HCP also commits to reduce absolute scope 3 GHG emissions 19% by 2033 from a 2018 base year",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2019-12-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthpeak Properties,Northern America,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2024-04-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hershey Company,Northern America,Food and Beverage Processing,Targets set,1.5C,2030,,,,,,"Energy and Industry
The Hershey Company commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year.* The Hershey Company also commits to reduce absolute scope 3 GHG emissions 30% over the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks
FLAG
The Hershey Company commits to reduce absolute scope 3 FLAG GHG emissions 36.4% by 2030 from a 2018 base year.* The Hershey Company also commits to no deforestation across its primary deforestation-linked commodities, with a target date of December 31, 2025.
*Target includes FLAG emissions and removals.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Food Producers,No,medium,2024-04-30 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett Packard Enterprise,Northern America,Technology Hardware and Equipment,Targets set,1.5C,2030,Targets set,1.5C,FY2040,Targets set,FY2040,Overall Net-Zero Target Hewlett Packard Enterprise commits to reach net-zero greenhouse gas emissions across the value chain by FY2040 from a FY2020 base year. Near-Term Targets Hewlett Packard Enterprise commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2020 base year. Hewlett Packard Enterprise also commits to reduce absolute scope 3 GHG emissions 42% within the same timeframe. Long-Term Targets Hewlett Packard Enterprise commits to reduce absolute scope 1 and 2 emissions 90% by FY2040 from a FY2020 base year. Hewlett Packard Enterprise also commits to reduce absolute scope 3 emissions 90% within the same time frame.,BA1.5 member,7/1/19 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2022-07-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett Packard Enterprise,Northern America,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,2024-05-04 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell International,Northern America,Electrical Equipment and Machinery,Targets set,Well-below 2C,2037,,,,,,"Honeywell International Inc. commits to reduce absolute scope 1 and 2 GHG
emissions 50% by 2037 from a 2019 base year. Honeywell International
Inc. also commits to reduce absolute scope 3 GHG emissions 23% within
the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,United States of America,USA,Industrials,Yes,large,2023-05-04 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hormel Foods Corporation,Northern America,Food and Beverage Processing,Targets set,1.5C,2030,,,,,,Hormel Foods Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Hormel Foods Corporation also commits to reduce absolute scope 3 GHG emissions 27.5% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-10-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedex Corporation,Northern America,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,2024-04-05 00:00:00,4.0,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedex Corporation,Northern America,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,2023-04-24 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Host Hotels & Resorts,Northern America,Real Estate,Targets set,1.5C,2025,,,,,,Host Hotels & Resorts commits to reduce scope 1 and 2 GHG emissions 55% per square foot by 2025 from a 2008 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2020-05-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Host Hotels & Resorts,Northern America,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2024-04-05 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humana,Northern America,"Healthcare Providers and Services, and Healthcare Technology",Targets set,1.5C,2032,,,,,,"Humana Inc. commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by
2032 from a 2019 base year.* Humana Inc. also commits to reduce absolute
scope 3 emissions from purchased goods and services, and upstream
transportation and distribution 30% by 2032 from a 2021 base year.*
*The target boundary includes biogenic emissions and removals from bioenergy
feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humana,Northern America,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Paper,Northern America,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Targets set,Well-below 2C,2030,,,,,,"International Paper commits to reduce absolute scope 1, 2 and 3 GHG emissions 35% by 2030 from a 2019 base year. Within this target, International Paper commits to reduce absolute scope 1 and 2 GHG emissions 32.8%, * and to reduce absolute scope 3 GHG emissions 35.7% by 2030 from a 2019 base year. *The target boundary includes bioenergy emissions and removals from bioenergy feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2021-11-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Paper,Northern America,,,,,,,,,,,,,,,United States of America,USA,Paper,Yes,medium,2024-04-19 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Paper,Northern America,,,,,,,,,,,,,,,United States of America,USA,Paper,Yes,medium,2023-03-17 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQVIA Holdings,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2030,Targets set,1.5C,2050,Targets set,2050,"Overall Net-Zero Target
IQVIA commits to reach net-zero greenhouse gas emissions across the value chain by
2050.
Near-Term Targets
IQVIA commits to reduce absolute scope 1 and 2 GHG emissions 55.1% by 2030 from a
2019 base year.* IQVIA also commits to reduce absolute scope 3 GHG emissions from
business travel 55% per FTE within the same timeframe. IQVIA further commits that 70%
of its suppliers by emissions, covering purchased goods and services, capital goods, and
upstream transport and distribution, will have science-based targets by 2027.
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.
Long-Term Targets
IQVIA commits to reduce absolute scope 1,2 and 3 GHG emissions 90% by 2050 from a 2019 base year.*
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-11-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQVIA Holdings,Northern America,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Mountain,Northern America,Software and Services,Targets set,1.5C,2033,Targets set,1.5C,2040,Targets set,2040,"Overall Net-Zero Target: Iron Mountain Incorporated commits to reach net-zero greenhouse gas emissions across the value chain by 2040. Near-Term Targets: Iron Mountain Incorporated commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by 2033 from a 2022 base year.* Iron Mountain Incorporated commits that 84.2% of its suppliers by emissions covering purchased goods and services, capital goods, business travel, downstream transportation and distribution, will have science-based targets by 2028.* *The target boundary includes land-related emissions and removals from bioenergy feedstocks. Long-Term Targets: Iron Mountain Incorporated commits to reduce absolute scope 1 and 2 GHG emissions by 90% by 2040 from a 2022 base year.* Iron Mountain Incorporated also commits to reduce absolute scope 3 GHG emissions by 90% within the same timeframe.* *The target boundary includes land-related emissions and removals from bioenergy feedstocks.",BA1.5 member,5/19/22 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Financials,No,medium,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson & Johnson,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2030,,,,Commitment removed,,"Johnson & Johnson commits to reduce absolute scope 1 and 2 GHG emissions
44% by 2030 from a 2021 base year.* Johnson & Johnson also commits that 80%
of its suppliers by emissions covering purchased goods and services and
upstream transportation and distribution, will have science-based targets by 2028.
* The target boundary includes biogenic land-related emissions and removals from
bioenergy feedstocks.",BA1.5 member,5/27/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,United States of America,USA,Health Care,No,large,2024-03-05 00:00:00,5.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniper Networks,Northern America,Technology Hardware and Equipment,Targets set,1.5C,2030,Targets set,1.5C,2040,Targets set,2040,"Overall Net-Zero Target: Juniper Networks, Inc. commits to reach net-zero greenhouse gas emissions across the value chain by 2040. Near-Term Targets: Juniper Networks commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2022 base year. Juniper Networks also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution and use of sold products 25% within the same timeframe. Long-Term Targets: Juniper Networks commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2040 from a 2022 base year. Juniper Networks commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Technology,No,medium,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
