Company,Year,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,training_idx
Valero Energy,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,valero_energy_2021
Verizon Communications,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Telecommunications,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,verizon_communications_2022
Verizon Communications,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Telecommunications,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,verizon_communications_2021
AT&T,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Telecommunications,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,at&t_2022
AT&T,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Telecommunications,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,at&t_2021
Comcast,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,comcast_2022
Comcast,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,comcast_2021
Wells Fargo,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,wells_fargo_2022
Wells Fargo,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,wells_fargo_2021
Goldman Sachs Group,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No,goldman_sachs_2022
Target,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,target_2022
Target,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,target_2021
Humana,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,humana_2022
Tesla,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Autos,No,large,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,tesla_2022
Tesla,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Autos,No,large,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,tesla_2021
Morgan Stanley,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,morgan_stanley_2022
Johnson & Johnson,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,johnson_&_johnson_2022
Johnson & Johnson,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,johnson_&_johnson_2021
Archer Daniels Midland,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,archer_daniels_midland_2022
Archer Daniels Midland,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,archer_daniels_midland_2021
United Parcel Service,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,united_parcel_service_2022
United Parcel Service,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No,united_parcel_service_2021
Lowe's,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No,lowes_2022
Lowe's,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,lowes_2021
Boeing,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,boeing_2022
Boeing,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,boeing_2021
Sysco,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,sysco_2022
Sysco,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,No,No,Yes,No,No,No,No,No,sysco_2021
General Electric,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,general_electric_2022
General Electric,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,general_electric_2021
Lockheed Martin,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,lockheed_martin_2022
Lockheed Martin,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,lockheed_martin_2021
Caterpillar,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,caterpillar_2022
Caterpillar,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,caterpillar_2021
HCA Healthcare,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,hca_healthcare_2022
HCA Healthcare,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No,hca_healthcare_2021
Delta Air Lines,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Airlines,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,delta_air_lines_2022
Delta Air Lines,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Airlines,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,delta_air_lines_2021
Charter Communications,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,charter_communications_2022
Charter Communications,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No,charter_communications_2021
AbbVie,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,abbvie_2022
AbbVie,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,abbvie_2021
TJX,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,tjx_2022
TJX,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,tjx_2021
Prudential Financial,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,prudential_financial_2022
Performance Food Group,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,small,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,performance_food_group_2022
Tyson Foods,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,tyson_2022
Tyson Foods,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,tyson_2021
Capital One Financial,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,Yes,No,No,No,No,No,No,capital_one_financial_2022
Coca-Cola,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,coca-cola_2022
Coca-Cola,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,coca-cola_2021
Dow,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Chemicals,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,dow_2022
Dow,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Chemicals,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,dow_2021
Best Buy,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,best_buy_2022
Best Buy,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,best_buy_2021
Thermo Fisher Scientific,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,thermo_fisher_scientific_2022
Thermo Fisher Scientific,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,thermo_fisher_scientific_2021
General Dynamics,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,general_dynamics_2022
General Dynamics,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,general_dynamics_2021
Abbott Laboratories,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,abbott_laboratories_2022
Abbott Laboratories,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,abbott_laboratories_2021
Northrop Grumman,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,northrop_grumman_2022
Northrop Grumman,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,northrop_grumman_2021
Dollar General,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,dollar_general_2022
Dollar General,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,dollar_general_2021
